Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	A E(PSI)	B E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G08570	AT1G08570:s:2713096-2713142	s|1e1.1o1|i	0.6491197906811362;-0.6491198191065436	1.0;1.0	2.5133515443019096e-09;2.8475876101552444e-09	0.002;0.998	0.657;0.343	False	False	False	1	2	2713142-2713236	2713142-2713236
AT1G52400	AT1G52400:s:19517726-19517972	s|1e1.1o1|i	0.0123481300456731;-0.012348086615182895	1.4430597464565647e-05;1.4430650193560226e-05	3.243682221533428e-05;3.243814699660508e-05	0.359;0.641	0.382;0.618	False	False	False	1	2	19517972-19518056	19517972-19518056
AT1G69720	AT1G69720:s:26227840-26228063	s|1e1.1o2|1e1.2o2	0.7328765134489379;-0.7328765665247078	1.0;1.0	9.162551949696781e-11;9.071310369535013e-11	0.175;0.825	0.890;0.110	False	True	False	2	2	26228063-26228138;26228063-26228146	
AT1G52320	AT1G52320:s:19486382-19487212	s|1e1.1o1|1e2.1o2|1e2.2o2	0.0006554939009451977;-0.9734128872700268;0.9711517475653163	6.988341309675906e-21;1.0;1.0	0.2316771255340217;6.014179393387664e-06;6.118012841236273e-06	0.012;0.976;0.012	0.029;0.004;0.967	False	True	True	3	3	19487212-19487317;19487212-19487581;19487212-19487855	
AT1G49720	AT1G49720:s:18400092-18400160	s|1e1.1o2|1e1.2o2	-0.9372820567087767;0.9301395648740249	0.9999999999999983;0.9999999999999999	1.6866696928019564e-10;4.4591720312532284e-10	0.961;0.039	0.052;0.948	False	True	False	2	2	18400160-18400742;18400160-18400784	
AT1G67530	AT1G67530:t:25308200-25308279	t|1e1.1o1|1e2.1o1	0.0009309178919408131;-0.0009308658973974194	0.0010441237572737638;0.0010441244071653975	1.7251224704029067e-05;1.7251323058853352e-05	0.358;0.642	0.362;0.638	False	False	True	2	3	25307807-25308200;25308105-25308200	
AT1G21690	AT1G21690:s:7616028-7616107	s|1e1.1o2|1e1.2o2	0.8660831289796438;-0.8676028875761335	0.9999999999999865;0.9999999999999899	2.0989434444373697e-11;1.650868330926869e-11	0.108;0.892	0.953;0.047	False	True	False	2	2	7616107-7616604;7616107-7616625	
AT1G27370	AT1G27370:s:9508147-9508481	s|1e1.1o2|1e1.2o2|i	0.06939299961420374;-0.003653443124550784;-0.062159360159749655	0.021059503609996533;0.0008130378115018503;0.013524735903318924	4.490794448552848e-06;1.7288067446497024e-05;5.0520905826578755e-06	0.143;0.614;0.240	0.245;0.608;0.146	False	True	False	2	2	9507051-9508147;9507023-9508147	9507023-9508147
AT1G54360	AT1G54360:s:20290556-20290719	s|1e1.2o2|2e1.1o2	0.12247143349688333;-0.12247144559830514	0.1281637821686054;0.12816376093157406	1.5917469892226803e-06;1.5918399819403461e-06	0.077;0.923	0.228;0.772	True	True	False	2	2	20290695-20290849;20290719-20290789	
AT1G03310	AT1G03310:s:813471-813604	s|1e1.1o1|2e1.1o1	0.717698483381732;-0.7176984429117061	0.999999998100113;0.9999999978000395	1.3560125665612667e-10;6.080620451598406e-10	0.053;0.947	0.754;0.246	True	False	False	2	2	813581-813929;813604-813929	
AT1G66070	AT1G66070:s:24598367-24598518	s|1e1.1o2|1e1.2o2	0.09038711529407219;-0.09038718471393431	0.030431314045606228;0.03043134813659352	2.6872798502186514e-06;2.687431899683901e-06	0.314;0.686	0.431;0.569	False	True	False	2	2	24597578-24598367;24597569-24598367	
AT1G17450	AT1G17450:s:5995213-5995398	s|1e1.1o2|1e1.2o2	0.9662277170059304;-0.9686871772797618	0.9999999999999942;0.9999999999999979	1.4616466965667984e-09;9.266438727451032e-10	0.014;0.986	0.984;0.016	False	True	False	2	2	5995117-5995213;5995033-5995213	
AT1G49160	AT1G49160:s:18181781-18181903	s|1e1.1o1|1e2.1o1	-0.003289028765370604;0.0032890774840296432	0.004080233096999574;0.0040802338657981545	1.2820228478149787e-05;1.2820166749305528e-05	0.524;0.476	0.520;0.480	False	False	True	2	3	18181650-18181781;18181471-18181781	
AT1G63110	AT1G63110:s:23405413-23405445	s|1e1.1o2|1e1.2o2	0.0183828675373765;-0.01838283454369829	0.006773429573134473;0.0067734296120077605	1.1238209632086216e-05;1.123839819316963e-05	0.726;0.274	0.769;0.231	False	True	False	2	2	23405445-23405638;23405445-23405658	
AT1G76280	AT1G76280:s:28621955-28622142	s|1e1.1o2|1e1.2o2	0.0059513629041782765;-0.005951352474186471	1.9219606524861328e-05;1.9218986508064953e-05	6.44058004114767e-05;6.440937110463452e-05	0.966;0.034	0.992;0.008	False	True	False	2	2	28621780-28621955;28621768-28621955	
AT1G33980	AT1G33980:s:12351593-12351864	s|1e1.1o1|2e1.1o1	-0.4794481107910893;0.4794481266924493	0.9999991661962838;0.9999991663472907	2.275957200481571e-14;3.142122135360948e-14	0.697;0.303	0.228;0.772	True	False	False	2	2	12351858-12352106;12351864-12352106	
AT1G02990	AT1G02990:s:686679-686751	s|1e1.1o2|1e1.2o2	-0.8952843136862974;0.8917439644498646	1.0;1.0	1.4983116969347066e-09;1.5775854848641246e-09	0.911;0.089	0.042;0.958	False	True	False	2	2	686605-686679;686597-686679	
AT1G59865	AT1G59865:s:22033000-22033297	s|1e1.1o2|1e1.2o2	0.8978121251285991;-0.9001930487069627	1.0;1.0	1.0234923416361195e-05;1.0242671716231833e-05	0.063;0.937	0.944;0.056	False	True	False	2	2	22032844-22033000;22032639-22033000	
AT1G67150	AT1G67150:s:25122459-25122724	s|1e1.1o2|1e1.2o2	0.954765700111596;-0.9596469486333619	1.0;1.0	6.918736745379836e-06;6.918259770949398e-06	0.040;0.960	0.973;0.027	False	True	False	2	2	25122724-25123429;25122724-25123441	
AT1G26630	AT1G26630:s:9206817-9206891	s|1e1.1o2|1e1.2o2	-0.8221808076195618;0.82209036326277	0.9999999999994276;0.9999999999999386	1.4402146142344918e-11;7.265958800880015e-13	0.922;0.078	0.121;0.879	False	True	False	2	2	9206891-9206972;9206891-9206994	
AT1G61560	AT1G61560:s:22709746-22709819	s|1e1.1o2|2e1.2o2	1.2264270961605274e-06;-1.2266623177015792e-06	6.908088914596143e-21;6.908117090086096e-21	0.4916091462940755;0.9333591519824103	0.997;0.003	0.998;0.002	True	True	False	2	2	22709690-22709784;22709652-22709746	
AT1G25275	AT1G25275:s:8860949-8861032	s|1e1.1o1|2e1.1o1	-0.03287915094404438;0.03287918166835972	0.015100728322899555;0.015100729238805519	8.54715671472217e-06;8.54691743752689e-06	0.516;0.484	0.447;0.553	True	False	False	2	2	8860999-8861125;8861032-8861125	
AT1G78780	AT1G78780:t:29622078-29622210	t|1e1.1o1|1e2.1o1	0.8874924561631021;-0.8877247630438235	1.0;1.0	7.275151283903103e-06;7.2752322809455094e-06	0.011;0.989	0.891;0.109	False	False	True	2	3	29622210-29622989;29622210-29622303	
AT1G33415	AT1G33415:s:12118992-12119334	s|1e1.1o2|1e1.2o2	0.6137541419886489;-0.6137542489809469	0.999999996466792;0.9999999963821578	2.8985823622030386e-13;4.4142467459096224e-13	0.290;0.710	0.886;0.114	False	True	False	2	2	12119334-12119473;12119334-12119521	
AT1G56280	AT1G56280:s:21074057-21074199	s|1e1.1o1|2e1.1o1	-0.9431927944891383;0.9362656131300081	0.9999999999999756;0.9999999999999826	1.2426953910349425e-09;3.7932923284690406e-10	0.987;0.013	0.059;0.941	True	False	False	2	2	21073974-21074060;21073974-21074057	
AT1G15350	AT1G15350:s:5279482-5279604	s|1e1.1o2|1e1.2o2	0.9476181225120694;-0.9535171792540438	1.0;1.0	6.38654690847916e-06;2.079094600593301e-06	0.030;0.970	0.957;0.043	False	True	False	2	2	5279194-5279482;5279189-5279482	
AT1G28600	AT1G28600:s:10051609-10051885	s|1e1.1o1|i	0.6354930074846398;-0.6354928842390486	1.0;0.9999999999999999	4.746679443095385e-12;4.773292872073398e-12	0.027;0.973	0.645;0.355	False	False	False	1	2	10051517-10051609	10051517-10051609
AT1G54790	AT1G54790:t:20442100-20442303	t|1e1.1o1|1e2.1o1	0.9738249934439588;-0.9740016238876028	1.0;1.0	5.963306657631084e-06;5.963651898088784e-06	0.013;0.987	0.996;0.004	False	False	True	2	3	20442303-20443760;20442303-20442394	
AT1G05230	AT1G05230:t:1516783-1517057	t|1e1.1o1|1e2.1o2|1e2.2o2	6.314847806204293e-08;-0.8146164964842589;0.8070557108356113	6.907964665594079e-21;1.0;1.0	0.9960602738632817;6.128469595467756e-06;6.062155554542592e-06	0.003;0.970;0.026	0.009;0.177;0.815	True	False	True	3	3	1517057-1518181;1517057-1517176;1517057-1517149	
AT1G34460	AT1G34460:s:12596928-12597273	s|1e1.1o2|1e1.2o2	0.945684212494393;-0.9519744718204604	1.0;1.0	7.103089058441668e-07;1.2537304527882043e-08	0.039;0.961	0.963;0.037	False	True	False	2	2	12597273-12597324;12597273-12597333	
AT1G65090	AT1G65090:s:24181513-24181623	s|1e1.2o2|2e2.1o1	0.025263624733262092;-0.025263619083422506	6.689291827671562e-05;6.689309130733345e-05	2.1371507971792297e-05;2.1372742075365103e-05	0.520;0.480	0.558;0.442	True	False	True	2	3	24181194-24181536;24181436-24181513	
AT1G80040	AT1G80040:t:30110307-30110621	t|1e1.1o2|1e2.1o1	-0.0001701315690732534;0.00017013235597432942	1.126742467374086e-14;6.926856834550305e-21	0.015245827602087036;0.015239827951572672	0.990;0.010	0.984;0.016	False	False	True	2	3	30110621-30110881;30110621-30110697	
AT1G43190	AT1G43190:s:16277795-16277871	s|1e1.1o2|1e1.2o2	-1.8046225579801474e-05;1.80462140433865e-05	4.017420148103949e-13;6.910978754282948e-21	0.0072485502694671355;0.0072508376684982875	0.996;0.004	0.995;0.005	False	True	False	2	2	16277723-16277795;16277717-16277795	
AT1G80490	AT1G80490:s:30265249-30265372	s|1e1.1o2|1e1.2o2	0.7092020066093091;-0.7092019884245806	0.9999999984198342;0.9999999984899242	9.636400893728696e-11;5.04559727332321e-11	0.192;0.808	0.884;0.116	False	True	False	2	2	30265109-30265249;30265106-30265249	
AT1G05230	AT1G05230:s:1513825-1513920	s|1e1.1o1|2e1.1o1	-0.9046222964277171;0.9043192905571591	1.0;1.0	7.866935599731839e-06;7.866893483379767e-06	0.906;0.094	0.011;0.989	True	False	False	2	2	1513744-1513831;1513744-1513825	
AT1G03780	AT1G03780:t:949541-949621	t|1e1.1o1|1e2.1o1	-0.027683323442747064;0.027683357163821275	0.009061893540825098;0.009061903505187775	9.737311299162776e-06;9.736988315203754e-06	0.378;0.622	0.319;0.681	False	False	True	2	3	949621-949883;949621-949734	
AT1G17890	AT1G17890:s:6155575-6155752	s|1e1.1o2|1e1.2o2	-0.025671352078093193;0.025671383136761754	0.001600464487204528;0.001600464625758477	1.772580638170762e-05;1.7724965882107147e-05	0.085;0.915	0.036;0.964	False	True	False	2	2	6155470-6155575;6155442-6155575	
AT1G48380	AT1G48380:s:17878509-17878595	s|1e1.1o1|i	-0.4588174457959997;0.45881747095183606	0.9999029369276127;0.9999029363102512	1.2018693817950066e-09;1.2008301151862175e-09	0.607;0.393	0.153;0.847	False	False	False	1	2	17878415-17878509	17878415-17878509
AT1G67490	AT1G67490:s:25286121-25286194	s|1e1.1o1|1e2.1o1	-0.9156265059855245;0.9093037465675062	0.9999999999999998;0.9999999999999994	3.3661406995122434e-10;2.4110668228995844e-10	0.959;0.041	0.072;0.928	False	False	True	2	3	25286040-25286121;25285645-25286121	
AT1G10670	AT1G10670:s:3535383-3535645	s|1e1.1o1|2e1.1o1	0.9675968326445032;-0.9696458328811084	1.0;1.0	6.309047643715494e-06;6.309767334844452e-06	0.022;0.978	0.972;0.028	True	False	False	2	2	3535578-3535774;3535645-3535774	
AT1G64750	AT1G64750:s:24053619-24053752	s|1e1.1o1|1e2.1o1	0.018489078044400257;-0.018489034101928162	4.513233086668457e-06;4.513664169576308e-06	7.57537765807819e-05;7.575835820372578e-05	0.031;0.969	0.060;0.940	False	False	True	2	3	24053395-24053619;24052917-24053619	
AT1G22300	AT1G22300:s:7879225-7879287	s|1e1.1o1|2e1.1o1	-0.2187353880239683;0.21873541296354582	0.5981179402161033;0.5981180946572459	8.110497916602455e-07;8.11006639019727e-07	0.685;0.315	0.432;0.568	True	False	False	2	2	7879151-7879250;7879151-7879225	
AT1G32570	AT1G32570:s:11776765-11777040	s|1e1.1o1|2e1.1o1	0.01718197472923588;-0.017181938034573647	0.0004707471773277692;0.0004707470261805556	2.797000979466724e-05;2.7971573464680155e-05	0.026;0.974	0.064;0.936	True	False	False	2	2	11776973-11777210;11777040-11777210	
AT1G76320	AT1G76320:s:28631239-28633407	s|1e1.1o1|2e1.1o1	-0.008622952949345812;0.008622996204297179	0.008502640202012853;0.008502640210859176	1.0905789360360352e-05;1.0905674676597865e-05	0.483;0.517	0.461;0.539	True	False	False	2	2	28633401-28633586;28633407-28633586	
AT1G24485	AT1G24485:t:8681326-8681479	t|1e1.1o1|1e2.1o1	0.8885685215211352;-0.8942135864190149	0.9999999998945178;0.999999999924212	7.286212605255576e-09;3.226113265419883e-09	0.083;0.917	0.951;0.049	False	False	True	2	3	8680464-8681326;8681063-8681326	
AT1G54790	AT1G54790:s:20441471-20441741	s|1e1.1o1|i	-0.522221982118207;0.5222221030517096	0.9999994581037724;0.9999994597968459	2.393085729579525e-12;2.6595833622656532e-12	0.582;0.418	0.071;0.929	False	False	False	1	2	20441392-20441471	20441392-20441471
AT1G55250	AT1G55250:s:20611837-20611999	s|1e1.1o2|1e1.2o2	0.035529700804924486;-0.03552967268877361	0.02807882626993484;0.028078834412925927	7.687967619449121e-06;7.688215788337338e-06	0.297;0.703	0.377;0.623	False	True	False	2	2	20611999-20612129;20611999-20612171	
AT1G16560	AT1G16560:s:5668384-5668464	s|1e1.1o1|1e2.1o2|1e2.2o2	0.9040233974599367;-0.8539518935966809;-0.025528382936757396	0.9999999999759379;0.9999999989312841;0.0025035237640264364	4.80804269825889e-09;9.197866135401966e-09;1.581707732989379e-05	0.036;0.873;0.091	0.921;0.039;0.039	False	True	True	3	3	5668464-5668573;5668464-5668919;5668464-5668945	
AT1G55320	AT1G55320:s:20633941-20634195	s|1e1.1o1|2e1.1o1	0.003583553008167515;-0.00358350450409448	0.000489450901369012;0.0004894510451479573	2.2841432066877942e-05;2.284163545185347e-05	0.875;0.125	0.883;0.117	True	False	False	2	2	20634191-20634283;20634195-20634283	
AT1G67150	AT1G67150:s:25123429-25123784	s|1e1.1o1|i	-0.6483255503163482;0.648325670415284	0.9999999999935458;0.9999999999983055	9.547918011776346e-15;8.012326943290215e-15	0.659;0.341	0.012;0.988	False	False	False	1	2	25123784-25123914	25123784-25123914
AT1G66240	AT1G66240:t:24686256-24686590	t|1e1.1o2|1e2.1o1	0.9423608177010716;-0.9484304339163756	1.0;1.0	7.2818078588852975e-06;7.2853950908724485e-06	0.011;0.989	0.943;0.057	False	False	True	2	3	24686590-24687229;24686590-24686778	
AT1G30240	AT1G30240:s:10642748-10642875	s|1e1.1o1|2e1.1o1	-0.7794932778590844;0.779491700374803	0.9999999995651655;0.9999999996828699	1.5968176780845056e-09;2.683342753618163e-10	0.962;0.038	0.198;0.802	True	False	False	2	2	10642673-10642754;10642673-10642748	
AT1G54390	AT1G54390:s:20306898-20307024	s|1e1.1o2|1e1.2o2	0.06249507674599048;-0.062495053232174844	0.06441624500201609;0.0644162307482368	5.2808714085805786e-06;5.281111165267305e-06	0.608;0.392	0.725;0.275	False	True	False	2	2	20306798-20306898;20306777-20306898	
AT1G05785	AT1G05785:s:1730249-1730332	s|1e1.1o2|1e1.2o2	-0.8257755109510398;0.8255591187975125	0.9999999999787672;0.9999999999838252	5.318909757079382e-10;1.1708112270469014e-10	0.942;0.058	0.138;0.862	False	True	False	2	2	1730332-1730922;1730332-1730959	
AT1G06500	AT1G06500:t:1990137-1990730	t|1e1.1o1|1e2.1o2|1e2.2o2	0.09854781920965634;-0.09427154983100558;-0.009239428447698692	0.11070212057060735;0.06407626118815486;0.00019488596323694748	2.959463671314746e-06;2.8181873592547646e-06;2.8597938520280586e-05	0.732;0.182;0.086	0.879;0.053;0.069	True	False	True	3	3	1989526-1990137;1989705-1990137;1989773-1990137	
AT1G77180	AT1G77180:s:29001964-29002135	s|1e1.1o2|1e1.2o2	-0.9739016029817581;0.9736763634216571	1.0;1.0	5.971543724059281e-06;5.971189814483766e-06	0.993;0.007	0.011;0.989	False	True	False	2	2	29001840-29001964;29001664-29001964	
AT1G72250	AT1G72250:s:27194729-27194805	s|1e1.1o2|1e1.2o2	0.9426107598586135;-0.94743434864709	1.0;1.0	7.767555648351195e-06;7.784117016851333e-06	0.022;0.978	0.947;0.053	False	True	False	2	2	27194805-27194883;27194805-27194893	
AT1G02840	AT1G02840:s:628246-628469	s|1e1.1o2|1e1.2o2	7.771559474389372e-16;1.9003128448154044e-15	6.90795794615914e-21;6.907957946158972e-21	0.9999999999950665;0.9999999999170587	0.005;0.995	0.003;0.997	False	True	False	2	2	628469-628935;628469-629288	
AT1G63900	AT1G63900:s:23718455-23718565	s|1e1.1o2|1e1.2o2	-0.8283349954172539;0.8281625776790221	0.9999999999957985;0.9999999999906791	1.2276735184002519e-11;2.43146100647849e-10	0.867;0.133	0.062;0.938	False	True	False	2	2	23718565-23718673;23718565-23718685	
AT1G55690	AT1G55690:s:20808534-20808645	s|1e1.1o1|i	0.5278526682878689;-0.527852679707964	0.9999999986804278;0.9999999985993504	3.535791260662953e-16;1.3877787807814457e-14	0.084;0.916	0.604;0.396	False	False	False	1	2	20808464-20808534	20808464-20808534
AT1G23950	AT1G23950:s:8470684-8470897	s|1e1.1o2|2e1.1o2|2e1.2o2	0.8684395961016874;-0.8703816604280784;0.002782460717755802	1.0;1.0;3.7880775183303883e-08	7.169482909935576e-06;9.678624042885886e-06;0.0003422693448296523	0.041;0.937;0.022	0.884;0.088;0.028	True	True	False	3	2	8470602-8470699;8470602-8470684;8470512-8470684	
AT1G58520	AT1G58520:s:21734171-21734294	s|1e1.1o2|2e1.2o2	-0.964765090688799;0.9610554884388375	1.0;1.0	5.687652200436766e-06;6.530556647442801e-06	0.966;0.034	0.004;0.996	True	True	False	2	2	21734234-21734359;21734294-21734362	
AT1G13630	AT1G13630:s:4670051-4670354	s|1e1.1o1|2e1.1o1	0.73678586413021;-0.7367858649604635	0.9999999999999475;0.9999999999997465	1.4541149366140376e-13;1.511013536514838e-13	0.163;0.837	0.880;0.120	True	False	False	2	2	4669852-4670223;4669852-4670051	
AT1G78810	AT1G78810:s:29628636-29628756	s|1e1.1o1|2e1.1o1	0.9724407340536931;-0.9730651403603755	1.0;1.0	6.030936432586281e-06;6.0316201129229086e-06	0.005;0.995	0.989;0.011	True	False	False	2	2	29628545-29628693;29628545-29628636	
AT1G49540	AT1G49540:s:18336665-18336750	s|1e1.1o2|1e1.2o2	-0.9531703170915053;0.9471828443932229	0.9999999999999999;1.0	2.181434033410312e-09;7.295933083937878e-09	0.987;0.013	0.049;0.951	False	True	False	2	2	18336575-18336665;18336569-18336665	
AT1G65390	AT1G65390:s:24293937-24294067	s|1e1.1o2|1e1.2o2	0.9385720902231801;-0.944918430423773	1.0;1.0	7.900757067158884e-06;7.903660869112983e-06	0.043;0.957	0.954;0.046	False	True	False	2	2	24294067-24294194;24294067-24294202	
AT1G47230	AT1G47230:s:17307345-17307577	s|1e1.1o2|1e1.2o2	0.9051481625138319;-0.9066360873199659	1.0;1.0	9.656427770652481e-06;9.657943447760609e-06	0.071;0.929	0.953;0.047	False	True	False	2	2	17307577-17307672;17307577-17307675	
AT1G05830	AT1G05830:s:1761084-1761228	s|1e1.1o2|1e1.2o2	0.7860061766004834;-0.7862679818508431	0.9999999619060221;0.9999999633911598	1.1789856201920884e-08;9.26662302447312e-09	0.128;0.872	0.894;0.106	False	True	False	2	2	1761228-1761301;1761228-1761309	
AT1G31500	AT1G31500:s:11276475-11276577	s|1e1.1o3|1e1.2o3|2e1.3o3	0.0022279170196602568;0.021960504897901693;-0.022908170853581353	0.008943992875010708;0.018002228806475434;0.00020524760667763427	1.0854374716151582e-05;9.100005651352383e-06;3.059774640934432e-05	0.315;0.622;0.065	0.321;0.672;0.007	True	True	False	3	2	11276181-11276479;11276166-11276479;11276161-11276475	
AT1G22885	AT1G22885:s:8101565-8101713	s|1e1.1o2|1e1.2o2	-0.9514937361184448;0.9457696251817642	1.0;1.0	7.3549936034922325e-06;7.354120003062389e-06	0.948;0.052	0.021;0.979	False	True	False	2	2	8101713-8102030;8101713-8102033	
AT1G78600	AT1G78600:s:29567748-29568200	s|1e1.1o1|1e2.1o1	-0.9710357172935727;0.9695293983997578	1.0;1.0	6.204278075405689e-06;6.203844180832749e-06	0.989;0.011	0.026;0.974	False	False	True	2	3	29568200-29568265;29568200-29568399	
AT1G24260	AT1G24260:s:8594807-8594891	s|1e1.1o1|2e1.1o1	0.04335767733348355;-0.04335763952245025	0.031909308351070934;0.03190928747895435	7.085997832015356e-06;7.086279904311432e-06	0.134;0.866	0.225;0.775	True	False	False	2	2	8594697-8594810;8594697-8594807	
AT1G28570	AT1G28570:t:10042524-10042672	t|1e1.1o1|1e2.1o1	0.6808396118284225;-0.680839486644244	0.9999999999960908;0.9999999999965549	3.3867121775760733e-14;1.965094753586527e-14	0.120;0.880	0.783;0.217	False	False	True	2	3	10042672-10043851;10042672-10043048	
AT1G79820	AT1G79820:s:30023981-30024134	s|1e1.1o1|1e2.1o1	0.9023336121925826;-0.905176260932488	1.0;1.0	3.760287445775303e-08;1.5366695460539148e-07	0.094;0.906	0.990;0.010	False	False	True	2	3	30023727-30023981;30023327-30023981	
AT1G17370	AT1G17370:s:5952679-5952798	s|1e1.2o2|2e1.1o2	0.054918774440646925;-0.054918778212411964	0.0042377293330159126;0.0042377402369646365	6.360340906814239e-06;6.360701036434158e-06	0.542;0.458	0.617;0.383	True	True	False	2	2	5952558-5952686;5952560-5952679	
AT1G32410	AT1G32410:s:11693799-11693925	s|1e1.1o3|1e1.2o3|2e1.1o3|2e1.2o3|2e1.3o3	0.15874266281555344;-0.09593688177047666;0.006583979498343986;0.0006110317526458063;-0.05198266567573883	0.25161381263508026;0.04003881026720323;4.888951798961223e-09;7.05308802389145e-21;0.0002680415187000952	6.06072095648684e-07;2.423249192973209e-06;0.00010784697884432676;0.04131743977047997;1.041919635202948e-05	0.307;0.421;0.066;0.024;0.181	0.482;0.304;0.080;0.027;0.111	True	True	False	5	2	11693921-11694368;11693921-11694375;11693925-11694368;11693925-11694375;11693925-11694389	
AT1G29040	AT1G29040:s:10134505-10134621	s|1e1.1o2|2e1.1o2|3e1.2o2	0.004922845590107106;0.8573782684182593;-0.8631105234112021	7.466695617703574e-21;1.0;1.0	0.4678832286483355;6.460008083519764e-06;9.657098572368739e-06	0.027;0.030;0.943	0.042;0.859;0.098	True	True	False	3	2	10134536-10134686;10134581-10134686;10134621-10134727	
